srcWikiID,srcWikiTitle,dstWikiID,dstWikiTitle,relatedness
5183633,Central_Intelligence_Agency,5058628,Dick_Cheney,7
11278,Miami_Marlins,552153,Iván_Rodríguez,7
21728,New_York_Mets,301428,Rawlings_Gold_Glove_Award,6
19001,Microsoft,89847,IPod,5
72856,Orlando_Magic,72855,New_York_Knicks,8
72855,New_York_Knicks,72878,Milwaukee_Bucks,8
37653,CBS,4765530,HBO,8
43356,Tiger_Woods,176725,The_Open_Championship,8
33057,White_House,31975,United_States_Department_of_State,8
21780,NBC,14539,Internet,4
45470,Manhattan,1170674,Robert_M._Morgenthau,6
21531764,New_England,1645518,Massachusetts,8
25955086,Jews,1095706,Jesus,7
34272,Yiddish,25955086,Jews,6
26667,Spain,19541,Muslim,5
25391,Russia,23278520,Boris_Yeltsin,8
11125639,Turkey,12108,Greece,7
9282173,Israel,11104,Fatah,6
1806,Arnold_Schwarzenegger,98573,Gray_Davis,7
398831,Bernard_Ebbers,59695,MCI_Inc.,8
22576,Olympic_Games,1216,Athens,7
161947,Alan_Greenspan,10819,Federal_Reserve_System,8
45358446,World_Bank,192005,Paul_Wolfowitz,8
24093,Palestinian_National_Authority,13913,Hamas,6
24093,Palestinian_National_Authority,232595,Mahmoud_Abbas,6
26667,Spain,22936,Poland,7
47361,Dow_Jones_Industrial_Average,19372783,Stock,7
25445,Romania,11867,Germany,7
5058628,Dick_Cheney,5043192,Hillary_Clinton,5
603566,Joe_Torre,1065044,Mike_Mussina,7
462394,Jason_Kidd,5558869,Lucious_Harris,7
55097,U.S._Securities_and_Exchange_Commission,10166,Enron,3
207299,Citigroup,33731299,Merrill_Lynch,6
1092923,Google,130495,EBay,7
4339,Boston_Red_Sox,1077428,Javier_Vázquez,6
3356,Bill_Clinton,182450,Democratic_National_Committee,8
14532,Italy,18935732,Associated_Press,1
44421,Legislature,476070,California_State_Senate,6
7279897,United_States_Department_of_Defense,108956,"Washington,_D.C.",5
359551,CBS_News,30680,The_New_York_Times,6
8629,Donald_Rumsfeld,737,Afghanistan,5
241405,State_of_Palestine,13093253,Islamic_Jihad_Movement_in_Palestine,6
4278615,Guantánamo_Bay,737,Afghanistan,1
21255,North_Korea,56478,North,1
467003,Fallujah,5042765,God,1
432006,Bloomberg_L.P.,383746,Seat_of_local_government,1
182976,Brig,4492,Baghdad,1
211237,Lincoln_Center_for_the_Performing_Arts,286040,The_Rose_(theatre),4
69713,Rangers_F.C.,644221,Petr_Nedvěd,2
18933066,Florida,21139,North_America,6
19006,Mediterranean_Sea,14532,Italy,7
3457,Belarus,19004,Moscow,6
25938,Rudy_Giuliani,25433,Ronald_Reagan,7
5049103,Howard_Dean,17878405,Terry_McAuliffe,8
169321,Carnegie_Hall,65174,Gustav_Mahler,6
73797,Federal_Emergency_Management_Agency,2703248,Hurricane_Rita,6
19001,Microsoft,15822958,PlayStation_2,6
22312,Oakland_Raiders,4293,Baltimore_Ravens,8
183050,Viacom,292805,Blockbuster_LLC,9
62027,American_Broadcasting_Company,55974,Federal_Communications_Commission,7
72880,Dallas_Mavericks,346029,Steve_Nash,8
5407,California,23070,Pacific_Ocean,7
23489161,World_Series,2004582,American_League_East,8
147724,French_Open,595,Andre_Agassi,7
593155,Federal_Open_Market_Committee,1838387,Ben_Bernanke,8
56120,Hispanic,18522,Latino_(demonym),8
609471,Alfonso_Soriano,1253678,Brian_Cashman,7
8060,Dominican_Republic,38776,Major_League_Baseball,3
12047,Gaza_Strip,41207444,Ahmed_Qurei,6
2569378,Hurricane_Katrina,83180,United_States_Army_Corps_of_Engineers,5
401021,David_Cone,21728,New_York_Mets,8
18426568,NASA,9228,Earth,6
24437894,Boston,4339,Boston_Red_Sox,8
515922,Judith_Miller,30680,The_New_York_Times,8
534366,Barack_Obama,14849,Illinois,7
622772,Chechens,32817,Vladimir_Putin,6
154864,PeopleSoft,276773,SAP_SE,7
1680981,Kenyon_Martin,3179699,Rod_Thorn,6
5049103,Howard_Dean,74453,Michael_Dukakis,4
3301347,Tony_Blair,8629,Donald_Rumsfeld,4
327270,Upper_East_Side,21648,New_Jersey,5
82068,"Santa_Barbara_County,_California",18110,Los_Angeles,5
6811,Centers_for_Disease_Control_and_Prevention,11632,Food_and_Drug_Administration,6
57580,Basra,19323,Middle_East,5
45579,Queens,55794,Medicaid,2
14849,Illinois,74456,Joe_Lieberman,2
3966054,Mexico,18935732,Associated_Press,1
432006,Bloomberg_L.P.,23627,Police,1
648828,Celecoxib,648845,Valdecoxib,8
23235,Pakistan,17633,Libya,4
3301347,Tony_Blair,1495,Australian_Labor_Party,1
11867,Germany,39764,Jacques_Chirac,6
171383,Republican_Guard_(Iraq),4492,Baghdad,5
1632712,Indian_Point_Energy_Center,73797,Federal_Emergency_Management_Agency,1
1928528,American_Contract_Bridge_League,61028,East,1
879858,Bay_Area_Laboratory_Co-operative,60737,Bond_(finance),0
476068,California_State_Assembly,48367,"Westchester_County,_New_York",1
96998,"Eagle_County,_Colorado",72893,Los_Angeles_Lakers,1
647814,Keith_Van_Horn,135741,"Van_Horn,_Texas",1
384273,Metropolitan_Transportation_Authority_(New_York),22576,Olympic_Games,1
11278,Miami_Marlins,39127,The_Times,1
2130120,Cory_Booker,383746,Seat_of_local_government,1
3532493,Municipal_council,2130120,Cory_Booker,1
23523337,Main_Street,48367,"Westchester_County,_New_York",2
182976,Brig,467003,Fallujah,0
21780,NBC,647241,Without_a_Trace,5
30128,Thailand,17752,Laos,8
149527,"Danbury,_Connecticut",23747575,"Bridgeport,_Connecticut",8
14533,India,164634,Pune,8
1571506,Nick_Johnson_(baseball),3850,Baseball,8
26976,Silicon_Valley,26980,Sun_Microsystems,8
226163,Paul_Bremer,211367,Ahmed_Chalabi,7
6121,Central_America,5551,Costa_Rica,8
20076,"Martin_Luther_King,_Jr.",3138,Atlanta,8
458970,Dominican_Republic–Central_America_Free_Trade_Agreement,9356,El_Salvador,8
53667,United_States_Department_of_the_Treasury,23430752,Internal_Revenue_Service,8
8121,Dallas_Cowboys,1952092,NFC_East,7
1139590,Vivendi,140624,EMI,8
22312,Oakland_Raiders,28390,Seattle_Seahawks,8
12663,Green_Bay_Packers,4920175,Brett_Favre,8
875053,American_Ballet_Theatre,5523639,Alessandra_Ferri,8
391478,Bowl_Championship_Series,208463,USA_Today,2
6654,Chicago_Cubs,4078,National_Baseball_Hall_of_Fame_and_Museum,6
18848197,ExxonMobil,29810,Texas,7
147724,French_Open,65961,Pete_Sampras,7
216169,Tom_DeLay,410187,Chris_Shays,7
426208,Mitt_Romney,18859,Michigan,7
108956,"Washington,_D.C.",6701792,George_Allen_(U.S._politician),4
47384,Brooklyn,2045683,Yvette_Clarke,7
440392,Todd_Bertuzzi,70948,Colorado_Avalanche,7
149536,Liberal_Party_of_Canada,129205,Paul_Martin,8
179553,Southern_United_States,104697,Midwestern_United_States,8
171776,Mohamed_ElBaradei,14984,International_Atomic_Energy_Agency,8
45645094,World_Trade_Center_(1973–2001),301401,PATH_(rail_system),6
1305847,Eastern_Conference_(NBA),510075,Ben_Wallace,6
431886,Mike_Cameron,3850,Baseball,9
1101397,Carl_Pavano,386384,Randy_Johnson,7
542932,Isiah_Thomas,496352,Rasheed_Wallace,8
1065044,Mike_Mussina,103064,David_Wells,7
324,Academy_Awards,32927,World_War_II,4
14539,Internet,2154,African_Americans,1
88849,New_York_Philharmonic,156272,Philadelphia_Orchestra,8
8914,Damascus,33209,West_Bank,6
1139590,Vivendi,523905,Liberty_Media,7
18619278,Verizon_Communications,2971766,Time_Warner_Cable,8
43715,John_McCain,238487,Federal_Election_Commission,5
16844,Kofi_Annan,21148,Netherlands,2
218947,Derek_Jeter,3338,The_Bronx,4
17135,Kentucky_Derby,18858,Maryland,2
14579,Indonesia,65758,Western_(genre),0
455646,Lower_Manhattan,899286,Consolidated_Edison,8
169321,Carnegie_Hall,211237,Lincoln_Center_for_the_Performing_Arts,6
20740978,The_Pentagon,627187,Abu_Ghraib_prison,2
62304,Pfizer,30874304,Merck_&_Co.,8
294826,Mike_Leavitt,58666,United_States_Environmental_Protection_Agency,8
11867,Germany,39660,Pope_Benedict_XVI,8
4278615,Guantánamo_Bay,20740978,The_Pentagon,2
20740978,The_Pentagon,18933266,Boeing,3
476070,California_State_Senate,384273,Metropolitan_Transportation_Authority_(New_York),0
409262,Alonzo_Mourning,188399,Mourning,0
4278615,Guantánamo_Bay,735496,United_States_Senate_Committee_on_the_Judiciary,1
69713,Rangers_F.C.,926915,Mike_Richter,2
451755,Tyco_International,5233,Carl_Linnaeus,1
33673,Washington_Redskins,839967,Coles_Supermarkets,0
1813418,New_York_City_Council,5866,Council_of_the_European_Union,2
737,Afghanistan,4582528,Democratic_Caucus_of_the_United_States_Senate,1
23523337,Main_Street,353938,"Ridgefield,_Connecticut",4
45645094,World_Trade_Center_(1973–2001),383746,Seat_of_local_government,1
391478,Bowl_Championship_Series,30056,Trojan_horse_(computing),0
274804,Clark_University,99312,"Worcester,_Massachusetts",7
18952345,Neiman_Marcus,214256,Nordstrom,8
354987,Best_Buy,939048,Circuit_City,8
217231,Curb_Your_Enthusiasm,105022,Larry_David,9
7954471,Dick_Pound,881384,World_Anti-Doping_Agency,9
497994,Sicilian_Defence,5134,Chess,9
334276,Rose_Bowl_Game,6771,College_football,6
78358,Big_Ten_Conference,6771,College_football,6
182688,David_Souter,185232,Ruth_Bader_Ginsburg,8
198946,John_Kander,198947,Fred_Ebb,8
52274,Richard_Rodgers,53972,Lorenz_Hart,8
21405519,Wendy's,165296,Burger_King,8
731832,"Halifax,_Nova_Scotia",21184,Nova_Scotia,8
100730,Winnipeg,18926,Manitoba,8
60611,University_of_Florida,108959,"Gainesville,_Florida",8
160843,Mayo_Clinic,121052,"Rochester,_Minnesota",7
19166,Maya_Lin,32713,Vietnam_Veterans_Memorial,8
19640,Milton_Friedman,123654,"Billings,_Montana",0
1605200,Salt,5355,Cooking,7
1832784,Barneys_New_York,1865085,Marc_Jacobs,5
25381,Recreation,1219810,Historic_preservation,0
2673576,Bermuda_Bowl,77173,South,1
75890,Motion_Picture_Association_of_America_film_rating_system,175634,Columbia_Pictures,6
315243,Interscope_Records,1160421,Nielsen_SoundScan,4
609326,National_Hockey_League_Players'_Association,468051,Gary_Bettman,5
2546049,Avenue_A_(Manhattan),11065202,Film_criticism,0
43484,"Bethesda,_Maryland",428966,Doctor_of_Medicine,2
428966,Doctor_of_Medicine,43485,"Silver_Spring,_Maryland",0
53207,Record_producer,41932,Accuracy_and_precision,1
561277,Assist_(ice_hockey),320049,C_(New_York_City_Subway_service),0
596801,Pete_Carroll,30056,Trojan_horse_(computing),0
5688888,"St._Michael's_Cathedral,_Belgrade",2023036,John_of_Patmos,1
445102,Gillette_Stadium,259466,"Foxborough,_Massachusetts",7
125173,"Maplewood,_New_Jersey",125183,"South_Orange,_New_Jersey",8
125167,"Glen_Ridge,_New_Jersey",125156,"Bloomfield,_New_Jersey",8
77423,Diego_Velázquez,10868,Francisco_Goya,7
1542795,John_C._Bogle,692374,The_Vanguard_Group,9
47293,Master_of_Business_Administration,240044,Wharton_School_of_the_University_of_Pennsylvania,8
1318999,John_C._Malone,523905,Liberty_Media,8
48351,Irving_Berlin,53360,Cole_Porter,7
333058,Doubleday_(publisher),1978269,Alfred_A._Knopf,8
159284,Novartis,441872,AstraZeneca,8
92313,Eastern_Air_Lines,81024,Pan_American_World_Airways,8
21113,Napster,1552520,Rhapsody_(online_music_service),8
93469,World_Boxing_Association,93380,World_Boxing_Council,8
78428,Conference_USA,78358,Big_Ten_Conference,8
63146,Edgar_Degas,24546,Pierre-Auguste_Renoir,8
9428,Ernest_Hemingway,33718,William_Faulkner,8
41536,Duke_Ellington,68090,Count_Basie,8
34350,Yoko_Ono,15852,John_Lennon,9
174145,Phillips_Academy,259405,"Andover,_Massachusetts",7
14531,Iceland,25798,Reykjavík,8
12108915,Lafayette_Street,1078851,Astor_Place,7
337031,Goddard_Space_Flight_Center,116532,"Greenbelt,_Maryland",7
194026,Rensselaer_Polytechnic_Institute,127058,"Troy,_New_York",7
1149900,Massachusetts_General_Hospital,329529,Harvard_Medical_School,8
70537,Rowan_Williams,48274,Canterbury,8
8697030,Rutgers_Scarlet_Knights,5028553,Cappie_Pondexter,8
506101,John_Galliano,1313355,Christian_Dior_SE,8
1439849,Syracuse_Orange,1635436,Jim_Boeheim,7
247016,Welland,61026,West,1
40100758,Essex,93431,"Passaic_County,_New_Jersey",2
260180,"Ossining_(village),_New_York",127581,"Pleasantville,_New_York",8
644221,Petr_Nedvěd,644252,Brian_Leetch,7
1250344,Bobby_Holík,644221,Petr_Nedvěd,7
17355166,Princeton_Tigers,2565827,Cornell_Big_Red,8
8406534,Marquette_Golden_Eagles,534126,DePaul_University,2
345882,Starwood_Hotels_and_Resorts_Worldwide,92831,Hilton_Worldwide,6
2818881,Jamie_Langenbrunner,529080,Jeff_Friesen,7
1184392,The_Island_Def_Jam_Music_Group,1160421,Nielsen_SoundScan,6
929882,DDB_Worldwide,2861,Advertising,6
75890,Motion_Picture_Association_of_America_film_rating_system,172899,Walt_Disney_Pictures,6
1425026,Balenciaga,397810,Alexander_McQueen,5
17909,Led_Zeppelin,20405,Miles_Davis,4
661982,Tom_Renney,255202,Jaromír_Jágr,4
38246,Madama_Butterfly,37929,La_bohème,8
5462042,Norberto_Bocchi,34382858,Alfredo_Versace,8
78428,Conference_USA,78455,Pac-12_Conference,8
149369,"St._Joseph,_Missouri",79391,Atlantic_10_Conference,2
75890,Motion_Picture_Association_of_America_film_rating_system,6616622,Dave_Kehr,4
241824,How_the_West_Was_Won_(Led_Zeppelin_album),20405,Miles_Davis,3
236305,Piggy_bank,423731,Slate_(magazine),0
2633667,Article_(publishing),236708,Jayson_Blair,8
19593167,Heat,732066,Sprinkles,0
263648,Denver_International_Airport,126365,"Beacon,_New_York",1
149369,"St._Joseph,_Missouri",3307173,Phil_Martelli,1
929882,DDB_Worldwide,3955851,Addendum,0
4604031,Havas,3955851,Addendum,0
247016,Welland,77173,South,1
247016,Welland,61028,East,1
1268106,Matt_Leinart,30056,Trojan_horse_(computing),0
93433,"Ocean_County,_New_Jersey",262333,Garden_State_Parkway,6
72012,"Charlotte_County,_Florida",23210284,"Punta_Gorda,_Florida",8
258007,"Harrison,_New_York",127584,"Rye_Brook,_New_York",8
93469,World_Boxing_Association,190809,"Roy_Jones,_Jr.",8
18313,Louis_Armstrong,84250,Thelonious_Monk,8
20218,Mel_Brooks,2942875,The_Producers_(musical),8
57721,Women's_National_Basketball_Association,240213,Seattle_Storm,7
60585,Social_Democratic_Party_of_Germany,12246,Alliance_'90/The_Greens,7
277945,Swan_Lake,1561551,School_of_American_Ballet,5
83688,Beyoncé,144171,Christina_Aguilera,8
142510,The_Notorious_B.I.G.,192481,50_Cent,8
489504,Carson_Kressley,350844,Queer_Eye,8
158538,Evander_Holyfield,39027,Mike_Tyson,8
20859,Mickey_Mouse,19179331,Donald_Duck,9
9615,Édouard_Manet,24546,Pierre-Auguste_Renoir,8
18940588,A.C._Milan,26413,Real_Madrid_C.F.,7
758905,Eli_Lilly_and_Company,441872,AstraZeneca,7
160227,Nestlé,518715,Kraft_Foods,8
4871,Bob_Knight,272980,Texas_Tech_University,4
21345189,Vladivostok,173135,Russian_Far_East,7
58893,Johannesburg,61487,Zulu_language,6
355052,ZANU–PF,56680,Harare,7
66881,New_York_Rangers,255202,Jaromír_Jágr,8
59537,Hutu,56690,Kigali,6
826439,Chez_Panisse,599665,Alice_Waters,8
77698,Sistine_Chapel,21019,Michelangelo,9
242057,University_of_Alberta,95405,Edmonton,7
150544,"East_Lansing,_Michigan",241128,Michigan_State_University,7
20966,Marvel_Comics,28381,Superman,7
30865285,Per_Se_(restaurant),942637,Thomas_Keller,9
496995,Bristol-Myers_Squibb,488730,Abbott_Laboratories,8
3284135,Miuccia_Prada,397810,Alexander_McQueen,7
127272,"Dix_Hills,_New_York",127302,"Hauppauge,_New_York",7
123654,"Billings,_Montana",94918,"Ramsey_County,_Minnesota",6
127302,"Hauppauge,_New_York",126729,"Jericho,_New_York",7
771048,Brian_Rafalski,2818881,Jamie_Langenbrunner,8
1838411,Donald_Kohn,2338744,Federal_Reserve_Bank_of_Cleveland,3
624911,Amalie_Arena,440032,Martin_St._Louis,4
2071367,Mark_Teixeira,95815,"Arlington,_Texas",5
333058,Doubleday_(publisher),1586316,Charles_Scribner's_Sons,8
6812537,Chryste_Gaines,1676044,Alvin_Harrison,7
848,Audi,147676,Jaguar_Cars,8
226788,Fiesta_Bowl,1439849,Syracuse_Orange,6
1439849,Syracuse_Orange,78362,Big_12_Conference,3
315243,Interscope_Records,162870,Jay_Z,2
31056,The_Rolling_Stones,13736167,Paul_McCartney,5
57721,Women's_National_Basketball_Association,3930811,Vickie_Johnson,7
1313355,Christian_Dior_SE,397810,Alexander_McQueen,6
4527,Béla_Bartók,16094,Joseph_Haydn,5
44887,Robert_Schumann,65174,Gustav_Mahler,5
13652,Hindi,53707,Gujarat,6
12406,Gioachino_Rossini,1644,Algiers,0
172717,Fortune_(magazine),148956,Sports_Illustrated,7
661982,Tom_Renney,1280067,Martin_Ručinský,5
703163,Masters_(snooker),651922,Darius_Rucker,0
52124,VHS,6616622,Dave_Kehr,1
4213198,Wildcats_(film),79371,Southeastern_Conference,2
66505,Secrecy,4689460,Victoria_(Australia),0
137721,Monte_Carlo,61028,East,1
286040,The_Rose_(theatre),1092046,Jazz_at_Lincoln_Center,4
4213198,Wildcats_(film),8406534,Marquette_Golden_Eagles,1
4213198,Wildcats_(film),507399,NCAA_Men's_Division_I_Basketball_Championship,0
1373542,"Morningstar,_Inc.",511302,Penalty_shoot-out_(association_football),0
78455,Pac-12_Conference,4414537,Southeastern_(train_operating_company),0
1408983,Hill,191314,Jimmy_Connors,0
149369,"St._Joseph,_Missouri",748685,Jameer_Nelson,0
2023036,John_of_Patmos,276154,"Morningside_Heights,_Manhattan",1
21214078,Timothy_Geithner,2338744,Federal_Reserve_Bank_of_Cleveland,5
4414537,Southeastern_(train_operating_company),78362,Big_12_Conference,3
