srcWikiID,srcWikiTitle,srcWikiType,srcHyperTitle,srcWikiText,srcNYTFreq,dstWikiID,dstWikiTitle,dstWikiType,dstHyperTitle,dstWikiText,dstNYTFreq,cooccurrence,label,outDist,symDist,fRelatedness,fComments,mRelatedness,mComments,harmonicRelatedness
5122699,John_Kerry,Person,John_Kerry,"John Forbes Kerry (born December 11, 1943) is an American politician who is the 68th and current United States Secretary of State. He has served in the United States Senate, and was chairman of the Senate Foreign Relations Committee. Kerry was the candidate of the Democratic Party in the 2004 presidential election, losing to George W. Bush.",62178,32611,Vietnam_War,Object,Vietnam_War,"The Vietnam War (), also known as the Second Indochina War, and known in Vietnam as Resistance War Against America () or simply the American War, was a Cold War-era proxy war that occurred in Vietnam, Laos, and Cambodia from 1 November 1955 to the fall of Saigon on 30 April 1975. This war followed the First Indochina War (1946–54) and was fought between North Vietnam—supported by the Soviet Union, China and other communist allies—and the government of South Vietnam—supported by the United States, Philippines and other anti-communist allies. The Viet Cong (also known as the National Liberation Front, or NLF), a South Vietnamese communist common front aided by the North, fought a guerrilla war against anti-communist forces in the region. The People's Army of Vietnam, also known as the North Vietnamese Army (NVA), engaged in a more conventional war, at times committing large units to battle.",32878,38,head,1,1,7,Battled for vietnam war;,7,Spokesman of a group of people against the Vietnam War.,7
7515928,Iraq,Location,Iraq,"Iraq (, , or ;  aral-‘Irāq, Kurdish: Êraq), officially the Republic of Iraq (Arabic: ar arJumhūrīyat al-‘Irāq;  kuKomar-i ‘Êraq), is a country in Western Asia. The country borders Turkey to the north, Iran to the east, Kuwait to the southeast, Saudi Arabia to the south, Jordan to the southwest, and Syria to the west. The southern part of Iraq is within the  Arabian Peninsula.  The capital, Baghdad, is in the centre of the country and its largest city. The largest ethnic groups in Iraq are Arabs and Kurds. Other ethnic groups include Assyrians, Turkmen, Shabakis, Yazidis, Armenians, Mandeans, Circassians, and Kawliya. Around 95% of the country's 36 million citizens are Shia or Sunni Muslims, with Christianity, Yarsan, Yezidism, and Mandeanism also present.",270958,8087628,Egypt,Location,Egypt,"Egypt (;  arMiṣr,   arzMaṣr,  Khemi), officially the Arab Republic of Egypt, is a transcontinental country spanning the northeast corner of Africa and southwest corner of Asia, via a land bridge formed by the Sinai Peninsula. It is the world's only contiguous Eurafrasian nation.  Most of Egypt's territory of  lies within the Nile Valley. Egypt is a Mediterranean country.  It is bordered by the Gaza Strip and Israel to the northeast, the Gulf of Aqaba to the east, the Red Sea to the east and south, Sudan to the south and Libya to the west.",44488,28,head,1,1,7,Same type,5,Two nations of different country (Africa vs Asia).,6
689,Asia,Location,Asia,"Asia ( or ) is the Earth's largest and most populous continent, located primarily in the eastern and northern hemispheres. Asia covers an area of 44,579,000 square kilometers, about 30% of Earth's total land area and 8.7% of the Earth's total surface area. It has historically been home to the world's first modern civilizations and has always hosted the bulk of the planet's human population.  Asia is notable for not only its overall large size and population, but unusually dense and large settlements as well as vast barely populated regions within the continent of 4.4 billion people. The boundaries of Asia are traditionally determined as that of Eurasia, as there is no significant geographical separation between Asia and Europe. The most commonly accepted boundaries place Asia to the east of the Suez Canal, the Ural River, and the Ural Mountains, and south of the Caucasus Mountains and the Caspian and Black Seas. It is bounded on the east by the Pacific Ocean, on the south by the Indian Ocean and on the north by the Arctic Ocean.",81405,5405,China,Location,China,"China, officially the People's Republic of China (PRC), is a sovereign state in East Asia. It is the world's most populous country, with a population of over 1.35 billion. The PRC is a one-party state governed by the Communist Party, with its seat of government in the capital city of Beijing. It exercises jurisdiction over 22 provinces; five autonomous regions; four direct-controlled municipalities (Beijing, Tianjin, Shanghai and Chongqing); two mostly self-governing special administrative regions (Hong Kong and Macau); and claims sovereignty over Taiwan.",134435,77,head,1,1,7,Same type,9,Subset relation.,8
7515928,Iraq,Location,Iraq,"Iraq (, , or ;  aral-‘Irāq, Kurdish: Êraq), officially the Republic of Iraq (Arabic: ar arJumhūrīyat al-‘Irāq;  kuKomar-i ‘Êraq), is a country in Western Asia. The country borders Turkey to the north, Iran to the east, Kuwait to the southeast, Saudi Arabia to the south, Jordan to the southwest, and Syria to the west. The southern part of Iraq is within the  Arabian Peninsula.  The capital, Baghdad, is in the centre of the country and its largest city. The largest ethnic groups in Iraq are Arabs and Kurds. Other ethnic groups include Assyrians, Turkmen, Shabakis, Yazidis, Armenians, Mandeans, Circassians, and Kawliya. Around 95% of the country's 36 million citizens are Shia or Sunni Muslims, with Christianity, Yarsan, Yezidism, and Mandeanism also present.",270958,57580,Basra,Location,Basra,"Basra, also written Basrah (; BGN: Al Başrah), is an Iraqi city located on the Shatt al-Arab river  between Kuwait and Iran. It had an estimated population of 1.5 million of 2012. Basra is also Iraq's main port, although it does not have deep water access, which is handled at the port of Umm Qasr.",10370,77,head,1,1,9,Containment relation,9,Subset relation.,8
19468510,United_States_House_of_Representatives,Organisation,United_States_House_of_Representatives,The United States House of Representatives is one of the two houses of the United States Congress (a bicameral legislature) alongside the Senate.,37909,5043544,Democratic_Party_(United_States),Organisation,Democratic_Party_(United_States),"The Democratic Party is one of the two major contemporary political parties in the United States, along with the Republican Party. Tracing its heritage back to Thomas Jefferson's Democratic-Republican Party, the modern-day Democratic Party was founded around 1828, making it the world's oldest active party.",234404,108,head,1,1,8,,9,,8
4848143,New_York_Yankees,Organisation,New_York_Yankees,"The New York Yankees are an American professional baseball team based in the Bronx, New York City, New York, that competes in Major League Baseball (MLB). The Yankees are a member of MLB's American League (AL) East division. The Yankees are one of two Major League clubs based in New York, the other being the New York Mets.",56186,11278,Miami_Marlins,Organisation,Miami_Marlins,"The Miami Marlins are an American professional baseball team based in Miami, Florida. The Marlins compete in Major League Baseball (MLB) as a member club of the National League (NL) East division. Their home park is Marlins Park. Though one of only two MLB franchises to have never won a division title (the other is the Colorado Rockies), the Marlins have won two World Series championships as a Wild Card.",9874,52,head,2,1,8,Same type,8,Two rivals teams of the same league.,8
19468510,United_States_House_of_Representatives,Organisation,United_States_House_of_Representatives,The United States House of Representatives is one of the two houses of the United States Congress (a bicameral legislature) alongside the Senate.,37909,24909346,United_States_Senate,Organisation,United_States_Senate,"The United States Senate is a legislative chamber in the bicameral legislature of the United States, and together with the House of Representatives makes up the U.S. Congress.",95607,133,head,1,1,9,Same type,9,,9
23805,Pope_John_Paul_II,Person,Pope_John_Paul_II,"Pope Saint John Paul II (; ; ), born Karol Józef Wojtyła (; 18 May 1920 – 2 April 2005), served as Pope from 1978 to 2005. He is referred to by Catholics as St. John Paul the Great, especially in naming institutions.",8717,606848,Catholic_Church,Object,Catholic_Church,"The Catholic Church, also known as the Roman Catholic Church, is the largest Christian church, with more than 1.25 billion members worldwide. One of the oldest religious institutions in the world, it has played a prominent role in the history of Western civilisation.  Headed by the Bishop of Rome, known as the Pope, its doctrines are summarised in the Nicene Creed. The Catholic Church is notable within Western Christianity for its celebration of the seven sacraments.",43416,45,head,1,1,8,,9,,9
32817,Vladimir_Putin,Person,Vladimir_Putin,"Vladimir Vladimirovich Putin (; , born 7 October 1952) has been the President of Russia since 7 May 2012, succeeding Dmitry Medvedev. Putin previously served as President from 2000 to 2008, and as Prime Minister from 1999 to 2000 and again from 2008 to 2012. During his last term as Prime Minister, he was also the chairman of United Russia, the ruling party.",13612,9787373,Government_of_Russia,Object,Government_of_Russia," The Government of the Russian Federation () exercises executive power in the Russian Federation. The members of the government are the Prime Minister of Russia (Chairman of the Government), the deputy prime ministers, and the federal ministers. It has its legal basis in the Constitution of the Russian Federation and the federal constitutional law ""On the Government of the Russian Federation"".",7535,27,head,2,1,8,,9,,9
26961,Shia_Islam,Object,Shia_Islam,"Shia (;  Shīʿah), an abbreviation of Shia-ne-Ali, Shīʻatu ʻAlī (arشيعة علي, ""followers of Ali""), is a branch of Islam which holds that the Islamic prophet Muhammad's proper successor as Caliph was his son-in-law and cousin Ali ibn Abi Talib.  Shia Islam primarily contrasts with Sunni Islam, whose adherents believe that Muhammad's father-in-law Abu Bakr was his proper successor.",40283,351058,Muqtada_al-Sadr,Object,Muqtada_al-Sadr,Iraqi Popular Religious Leader Muqtadā al-Ṣadr (Arabic: سيد مقتدى الصدر; born 12 August 1973) is an Iraqi Islamic popular leader.,5584,48,head,2,1,7,Follows religion; Containment?,9,,7
6984,Colin_Powell,Person,Colin_Powell,"Colin Luther Powell (; born April 5, 1937) is an American statesman and a retired four-star general in the United States Army. He was the 65th United States Secretary of State, serving under U.S. President George W. Bush from 2001 to 2005, the first African American to serve in that position. During his military career, Powell also served as National Security Advisor (1987–1989), as Commander of the U.S. Army Forces Command (1989) and as Chairman of the Joint Chiefs of Staff (1989–1993), holding the latter position during the Persian Gulf War. Born in Harlem as the son of Jamaican immigrants, Powell was the first, and so far the only, African American to serve on the Joint Chiefs of Staff, and the first of two consecutive black office-holders to serve as U.S. Secretary of State.",22316,3434750,United_States,Location,United_States,"The United States of America (USA), commonly referred to as the United States (U.S.) or America, is a federal republic composed of 50 states, a federal district, five major territories and various possessions. The 48 contiguous states and Washington, D.C., are in central North America between Canada and Mexico. The state of Alaska is in the northwestern part of North America and the state of Hawaii is an archipelago in the mid-Pacific. The territories are scattered about the Pacific Ocean and the Caribbean Sea. At 3.8 million square miles (9.842 million km2) and with over 320 million people, the country is the world's third or fourth-largest by total area and the third most populous. It is one of the world's most ethnically diverse and multicultural nations, the product of large-scale immigration from many countries. The geography and climate of the United States are also extremely diverse, and the country is home to a wide variety of wildlife.",898020,37,head,1,1,7,Contaiment in a loose sense,8,,7
38828,Michael_Bloomberg,Person,Michael_Bloomberg,"  Michael Rubens Bloomberg KBE (born February 14, 1942) is an American business magnate, politician, and philanthropist. He served as the 108th Mayor of New York City, holding office for three consecutive terms beginning with his first election in 2001. With a net worth of $41.1 billion, he is the 6th-wealthiest person in the United States and the 8th-wealthiest in the world. He is the founder, CEO, and owner of Bloomberg L.P., the global financial data and media company that bears his name and is notable for its Bloomberg Terminal, which is widely used by investment professionals around the world.",40852,45579,Queens,Location,Queens,"Queens is the easternmost and largest in area of the five boroughs of New York City, geographically adjacent to the borough of Brooklyn at the western end of Long Island. Coterminous with Queens County since 1899, the borough of Queens is the second-largest in population (behind Brooklyn), with a census-estimated 2,321,580 residents in 2014, approximately 48% of them foreign-born. Queens County is also the second-most populous county in New York, behind the neighboring borough of Brooklyn, which is coterminous with Kings County. Queens is the fourth-most densely populated county among New York City's boroughs, as well as in the United States.  If each New York City borough were an independent city, Queens would also be the nation's fourth most populous city, after Los Angeles, Chicago and Brooklyn. Queens is the most ethnically diverse urban area in the world.",72026,41,head,2,1,6,Highly temporal; Bloomberg won a majority in queen,3,Bloomber won majoirty in Queens,3
6037917,Islam,Object,Islam,"The Kaaba, in Mecca, Hejaz region, today's Saudi Arabia, is the center of Islam. Muslims from all over the world gather there to pray in unity.Islam (; , arALAal-ʾIslām ) is a monotheistic and Abrahamic religion articulated by the Qur'an, a religious text considered by its adherents to be the verbatim word of God (arALAAllāh), and, for the vast majority of adherents, by the teachings and normative example (called the sunnah, composed of accounts called hadith) of Muhammad ( 570–8 June 632 CE), considered by most of them to be the last prophet of God. An adherent of Islam is called a Muslim (sometimes spelled ""Moslem"").",69376,21208200,Western_world,Object,Western_world,"The Parthenon (Athens).The Roman Forum (Rome).The National Assembly (Paris).The Parliament of the United Kingdom (London).The Supreme Court of the United States (Washington, D.C.).",69464,42,head,2,1,6,Loose/phylosophical relation,2,Strange descriptions.,2
26961,Shia_Islam,Object,Shia_Islam,"Shia (;  Shīʿah), an abbreviation of Shia-ne-Ali, Shīʻatu ʻAlī (arشيعة علي, ""followers of Ali""), is a branch of Islam which holds that the Islamic prophet Muhammad's proper successor as Caliph was his son-in-law and cousin Ali ibn Abi Talib.  Shia Islam primarily contrasts with Sunni Islam, whose adherents believe that Muhammad's father-in-law Abu Bakr was his proper successor.",40283,6037917,Islam,Object,Islam,"The Kaaba, in Mecca, Hejaz region, today's Saudi Arabia, is the center of Islam. Muslims from all over the world gather there to pray in unity.Islam (; , arALAal-ʾIslām ) is a monotheistic and Abrahamic religion articulated by the Qur'an, a religious text considered by its adherents to be the verbatim word of God (arALAAllāh), and, for the vast majority of adherents, by the teachings and normative example (called the sunnah, composed of accounts called hadith) of Muhammad ( 570–8 June 632 CE), considered by most of them to be the last prophet of God. An adherent of Islam is called a Muslim (sometimes spelled ""Moslem"").",69376,43,head,1,1,8,Contaiment in a loose sense,9,,8
45645094,World_Trade_Center_(1973–2001),Location,World_Trade_Center_(1973–2001),"The original World Trade Center  was a large complex of seven buildings in Lower Manhattan, New York City, United States. It featured landmark twin towers, which opened on April 4, 1973, and were destroyed in the September 11, 2001 attacks, with 7 World Trade Center collapsing later that day due to the damage it suffered when the twin towers collapsed that morning. The other buildings in the complex were severely damaged by the collapse of the twin towers, and their ruins were eventually demolished.",36657,455646,Lower_Manhattan,Object,Lower_Manhattan,"Lower Manhattan viewed from Brooklyn in September 2014The Lower Manhattan skyline in December 2011, from Midtown Manhattan. One World Trade Center can be seen, under construction, in the background.",24868,45,head,1,1,8,Geographical relations,9,Subset relation.,8
22199,Ohio,Location,Ohio,"Ohio  is a state in the midwestern region of the United States.  Ohio is the 34th largest by area, the 7th most populous, and the 10th most densely populated of the 50 United States.  The state's capital and largest city is Columbus.",65120,3414021,George_W._Bush,Person,George_W._Bush," George Walker Bush (born July 6, 1946) is an American politician and businessman who served as the 43rd President of the United States from 2001 to 2009, and the 46th Governor of Texas from 1995 to 2000. The eldest son of Barbara and George H. W. Bush, he was born in New Haven, Connecticut. After graduating from Yale University in 1968 and Harvard Business School in 1975, he worked in oil businesses. He married Laura Welch in 1977 and ran unsuccessfully for the House of Representatives shortly thereafter. He later co-owned the Texas Rangers baseball team before defeating Ann Richards in the 1994 Texas gubernatorial election. He was elected president in 2000 after a close and controversial election, becoming the fourth president to be elected while receiving fewer popular votes nationwide than his opponent. He is the second president to have been the son of a former president, the first having been John Quincy Adams. He is also the brother of Jeb Bush, who is a former Governor of Florida and former candidate for the Republican presidential nomination in the 2016 presidential election.",310908,67,head,2,1,6,Some sort of relation,1,,2
5183633,Central_Intelligence_Agency,Organisation,Central_Intelligence_Agency,"The Central Intelligence Agency (CIA) is a civilian foreign intelligence service  of the U.S. Government, tasked with gathering, processing and analyzing national security information from around the world, primarily through the use of human intelligence (HUMINT). As one of the principal members of the U.S. Intelligence Community (IC), the CIA reports to the Director of National Intelligence and is primarily focused on providing intelligence for the President and his Cabinet.",40641,7515928,Iraq,Location,Iraq,"Iraq (, , or ;  aral-‘Irāq, Kurdish: Êraq), officially the Republic of Iraq (Arabic: ar arJumhūrīyat al-‘Irāq;  kuKomar-i ‘Êraq), is a country in Western Asia. The country borders Turkey to the north, Iran to the east, Kuwait to the southeast, Saudi Arabia to the south, Jordan to the southwest, and Syria to the west. The southern part of Iraq is within the  Arabian Peninsula.  The capital, Baghdad, is in the centre of the country and its largest city. The largest ethnic groups in Iraq are Arabs and Kurds. Other ethnic groups include Assyrians, Turkmen, Shabakis, Yazidis, Armenians, Mandeans, Circassians, and Kawliya. Around 95% of the country's 36 million citizens are Shia or Sunni Muslims, with Christianity, Yarsan, Yezidism, and Mandeanism also present.",270958,34,head,1,1,7,Heavily temporal relation,5,It operated in Iraq.,6
5405,China,Location,China,"China, officially the People's Republic of China (PRC), is a sovereign state in East Asia. It is the world's most populous country, with a population of over 1.35 billion. The PRC is a one-party state governed by the Communist Party, with its seat of government in the capital city of Beijing. It exercises jurisdiction over 22 provinces; five autonomous regions; four direct-controlled municipalities (Beijing, Tianjin, Shanghai and Chongqing); two mostly self-governing special administrative regions (Hong Kong and Macau); and claims sovereignty over Taiwan.",134435,31756,United_States_Congress,Organisation,United_States_Congress,"The United States Congress is the bicameral legislature of the federal government of the United States consisting of two houses: the Senate and the House of Representatives. The Congress meets in the Capitol in Washington, D.C. Both senators and representatives are chosen through direct election, though vacancies in the Senate may be filled by a gubernatorial appointment. Members are usually affiliated to the Republican Party or to the Democratic Party, and only rarely to a third-party or as independents. Congress has 535 voting members: 435 Representatives and 100 Senators.",169418,27,head,1,1,5,Losely connected,2,2 and not 1 just becasue the general topic is about politic.,2
14653,Iran,Location,Iran,"Iran ( or ;  ), also known as Persia ( or ), officially the Islamic Republic of Iran (faجمهوری اسلامی ایران – Jomhuri ye Eslāmi ye Irān ), is a sovereign state in Western Asia. It is bordered to the northwest by Armenia, the de facto Nagorno-Karabakh Republic, and Azerbaijan; to the north by Kazakhstan and Russia across the Caspian Sea; to the northeast by Turkmenistan; to the east by Afghanistan and Pakistan; to the south by the Persian Gulf and the Gulf of Oman; and to the west by Turkey and Iraq. Comprising a land area of , it is the second-largest country in the Middle East and the 18th-largest in the world. With 78.4 million inhabitants, Iran is the world's 17th-most-populous country. It is the only country that has both a Caspian Sea and an Indian Ocean coastline. Iran has long been of geostrategic importance because of its central location in Eurasia and Western Asia, and its proximity to the Strait of Hormuz.",66384,14984,International_Atomic_Energy_Agency,Object,International_Atomic_Energy_Agency,"The International Atomic Energy Agency (IAEA) is an international organization that seeks to promote the peaceful use of nuclear energy, and to inhibit its use for any military purpose, including nuclear weapons. The IAEA was established as an autonomous organization on 29 July 1957. Though established independently of the United Nations through its own international treaty, the IAEA Statute, the IAEA reports to both the United Nations General Assembly and Security Council.",6470,53,head,1,1,7,,3,,4
3434750,United_States,Location,United_States,"The United States of America (USA), commonly referred to as the United States (U.S.) or America, is a federal republic composed of 50 states, a federal district, five major territories and various possessions. The 48 contiguous states and Washington, D.C., are in central North America between Canada and Mexico. The state of Alaska is in the northwestern part of North America and the state of Hawaii is an archipelago in the mid-Pacific. The territories are scattered about the Pacific Ocean and the Caribbean Sea. At 3.8 million square miles (9.842 million km2) and with over 320 million people, the country is the world's third or fourth-largest by total area and the third most populous. It is one of the world's most ethnically diverse and multicultural nations, the product of large-scale immigration from many countries. The geography and climate of the United States are also extremely diverse, and the country is home to a wide variety of wildlife.",898020,19541,Muslim,Object,Muslim,"Famous Muslim converts from various fields.A Muslim, sometimes spelled Moslem, relates to a person who follows  the religion of Islam, a monotheistic and Abrahamic religion based on the Quran. Muslims consider the Quran to be the verbatim word of God as revealed to the Islamic prophet and messenger Muhammad. They also follow the sunnah teachings and practices of Muhammad as recorded in traditional accounts called hadith. ""Muslim"" is an Arabic word meaning ""one who submits (to God)"". A female Muslim is sometimes called a Muslimah. There are customs holding that a man and woman or teenager and adolescent above the age of fifteen of a lunar or solar calendar who possesses the faculties of rationality, logic or sanity, but misses numerous successive Jumu'ahs without a valid excuse, no longer qualifies as a Muslim.",60160,104,head,1,1,7,,2,Musilm practiced in USA.,2
