srcWikiID,srcWikiTitle,srcWikiType,srcHyperTitle,srcWikiText,srcNYTFreq,dstWikiID,dstWikiTitle,dstWikiType,dstHyperTitle,dstWikiText,dstNYTFreq,cooccurrence,label,outDist,symDist,fRelatedness,fComments,mRelatedness,mComments,harmonicRelatedness
60611,University_of_Florida,Organisation,University_of_Florida,"The University of Florida (commonly referred to as Florida or UF) is an American public land-grant, sea-grant, and space-grant research university located on a  campus in Gainesville, Florida. It is a senior member of the State University System of Florida and traces its historical origins to 1853, and has operated continuously on its present Gainesville campus since September 1906.",3200,108959,"Gainesville,_Florida",Location,"Gainesville,_Florida","Gainesville is the county seat and largest city in Alachua County, Florida, and the principal city of the Gainesville, Florida Metropolitan Statistical Area (MSA). The population of Gainesville in the 2013 US Census was 127,488, a 2.4% growth from 2010. Gainesville is the largest city in the region of North Central Florida. In addition, it is also a component of the Gainesville-Lake City Combined Statistical Area, which had a 2013 population of 337,925.",1964,28,head,1,1,8,Location,8,,8
160843,Mayo_Clinic,Organisation,Mayo_Clinic,"Mayo Clinic is a nonprofit medical practice and medical research group based in Rochester, Minnesota.  It is the first and largest integrated nonprofit medical group practice in the world, employing more than 3,800 physicians and scientists and 50,900 allied health staff.  The practice specializes in treating difficult cases through tertiary care. It spends over $500 million a year on research.",1630,121052,"Rochester,_Minnesota",Location,"Rochester,_Minnesota","Rochester is a city in the U.S. State of Minnesota and is the county seat of Olmsted County. Located on the Zumbro River's south fork, the city has a population of 106,769 according to the 2010 United States Census.  The U.S. Census Bureau estimated that the 2014 population was 111,402.  It is Minnesota's third-largest city and the largest city located outside of the Minneapolis-St. Paul-Bloomington Metropolitan Statistical Area.  As of 2013, the Rochester metropolitan area has a population of 211,853.",1001,26,head,1,1,7,HQ,7,,7
19166,Maya_Lin,Person,Maya_Lin,"Maya Ying Lin (born October 5, 1959) is an American designer and artist who is known for her work in sculpture and landscape art. She first came to fame at the age of 21 as the designer of the Vietnam Veterans Memorial in Washington, D.C.",1330,32713,Vietnam_Veterans_Memorial,Location,Vietnam_Veterans_Memorial,"The Vietnam Veterans Memorial is a 2-acre (8,000 m²) national memorial in Washington, DC. It honors U.S. service members of the U.S. armed forces who fought in the Vietnam War, service members who died in service in Vietnam/South East Asia, and those service members who were unaccounted for (Missing In Action) during the War.",1474,25,head,1,1,8,Designer of,8,,8
19640,Milton_Friedman,Person,Milton_Friedman,"Milton Friedman (July 31, 1912 – November 16, 2006) was an American economist who received the 1976 Nobel Memorial Prize in Economic Sciences for his research on consumption analysis, monetary history and theory and the complexity of stabilization policy. With George Stigler and others, Friedman was among the intellectual leaders of the second generation of Chicago price theory, a methodological movement at the University of Chicago's Department of Economics, Law School, and Graduate School of Business from the 1940s onward. Several students and young professors that were recruited or mentored by Friedman at Chicago went on to become leading economists; they include Gary Becker, Robert Fogel, and Robert Lucas, Jr..",1249,123654,"Billings,_Montana",Location,"Billings,_Montana","Billings is the largest city in the state of Montana, and is the principal city of the Billings Metropolitan Area with a population of 166,855. It has a trade area of over half a million people.",1190,27,head,2,2,0,,1,,0
1605200,Salt,Object,Salt,"Salt deposits beside the Dead SeaRed rock salt from the Khewra Salt Mine in PakistanCommon salt is a mineral composed primarily of sodium chloride (NaCl), a chemical compound belonging to the larger class of salts; salt in its natural form as a crystalline mineral is known as rock salt or halite. Salt is present in vast quantities in seawater, where it is the main mineral constituent; the open ocean has about  of solids per litre, a salinity of 3.5%. Salt is essential for animal life, and saltiness is one of the basic human tastes. The tissues of animals contain larger quantities of salt than do plant tissues; therefore the typical diets of nomads who subsist on their flocks and herds require little or no added salt, whereas cereal-based diets require supplementation. Salt is one of the oldest and most ubiquitous of food seasonings, and salting is an important method of food preservation.",1716,5355,Cooking,Object,Cooking,A chef preparing steak,1919,46,head,2,2,7,Related,7,,7
1832784,Barneys_New_York,Organisation,Barneys_New_York,"Barneys New York is an American chain of luxury department stores founded and headquartered in New York, New York.",4093,1865085,Marc_Jacobs,Person,Marc_Jacobs,"Marc Jacobs (born April 9, 1963) is an American fashion designer. He is the head designer for Marc Jacobs, as well as Marc by Marc Jacobs, a diffusion line, with over 200 retail stores in 80 countries.  He was the creative director of the French design house Louis Vuitton from 1997 to 2014. Jacobs was on Time magazine's ""2010 Time 100"" list of the 100 most influential people in the world, and ranked number 14 on Out magazine's 2012 list of ""50 Most Powerful Gay Men and Women in America"".",3694,26,head,2,2,4,One is the creator of the omonym fashion brand; the other is a fashion brand; may be higher?,6,,5
25381,Recreation,Object,Recreation,"Surfing, a form of recreationDifferent kinds of recreationWriting Wikipedia articles as recreation",883,1219810,Historic_preservation,Object,Historic_preservation,Demolition of the former Penn Station concourse raised public awareness about preservation,769,37,head,3,2,0,,2,,0
2673576,Bermuda_Bowl,Object,Bermuda_Bowl,"The Bermuda Bowl is a biennial world championship contract bridge tournament for national . It is contested every odd-number year under the auspices of the World Bridge Federation (WBF), alongside the Venice Cup (Women) and d'Orsi Bowl (Seniors). Entries formally represent WBF Zones as well as nations so it is also known as the ""World Zonal Open Team Championship"", one of three ""World Zonal Team Championships"". It is the oldest event that confers the title World Champion in bridge, first contested in 1950. The Bermuda Bowl trophy is awarded to the winning team, named for the site of the inaugural tournament.",628,77173,South,Object,South,"A 16-point compass rose with south at the bottom.South is a noun, adjective, or adverb indicating direction or geography. It is one of the four cardinal directions or compass points. South is the polar opposite of north and is perpendicular to east and west.",2957,25,head,3,2,0,,3,,1
75890,Motion_Picture_Association_of_America_film_rating_system,Object,Motion_Picture_Association_of_America_film_rating_system,"The Motion Picture Association of America's (MPAA) film-rating system is used in the United States and its territories to rate a film's suitability for certain audiences, based on its content. The MPAA rating system is a voluntary scheme that is not enforced by law; films can be exhibited without a rating, though many theaters refuse to exhibit non-rated or NC-17 rated films. Non-members of MPAA may also submit films for rating. Other media (such as television programs and video games) may be rated by other entities. The MPAA rating system is one of various motion picture rating systems that are used to help parents decide what films are appropriate for their children.",10106,175634,Columbia_Pictures,Organisation,Columbia_Pictures,"Columbia Pictures is an American film production and distribution studio of the Sony Pictures Motion Picture Group, a division of Sony Pictures Entertainment, a subsidiary of the Japanese conglomerate Sony. It is one of the leading film studios in the world, a member of the so-called Big Six. It was one of the so-called Little Three among the eight major film studios of Hollywood's Golden Age.",3993,31,head,2,2,4,,8,,6
315243,Interscope_Records,Organisation,Interscope_Records,"Interscope Records is an American record label. It is a division of Interscope Geffen A&M Records,  whose parent company is the Universal Music Group, a subsidiary of Vivendi S.A.",2528,1160421,Nielsen_SoundScan,Object,Nielsen_SoundScan,"Nielsen SoundScan is an information and sales tracking system created by Mike Fine and Mike Shalett. SoundScan is a method of tracking sales of music and music video products throughout the United States and Canada. Data is collected weekly and made available every Wednesday to subscribers, which include record companies, publishing firms, music retailers, independent promoters, film and TV companies, and artist managers. SoundScan is the sales source for the Billboard music charts, making it the largest source of sales records in the music industry.",4414,30,head,2,2,3,,6,,4
609326,National_Hockey_League_Players'_Association,Organisation,National_Hockey_League_Players'_Association,NHLPA's old logoThe National Hockey League Players' Association (; AJLNH) or NHLPA is the labour union for the group of professional hockey players who are under Standard Player Contracts to the thirty member clubs in the National Hockey League (NHL) located in the United States and Canada. The Association represents its membership in all matters dealing with their working conditions and contractual rights as well as serving as their exclusive collective bargaining agent.,926,468051,Gary_Bettman,Object,Gary_Bettman,"Gary Bruce Bettman (born June 2, 1952) is the commissioner of the National Hockey League (NHL), a post he has held since February 1, 1993. Previously, Bettman was a senior vice-president and general counsel to the National Basketball Association (NBA). Bettman is a graduate of Cornell University and New York University School of Law.",1591,27,head,2,2,5,Some stuff happened at some point in NHLPA,8,,5
2546049,Avenue_A_(Manhattan),Location,Avenue_A_(Manhattan),"Avenue A is a north-south avenue located in Manhattan, New York City, east of First Avenue and west of Avenue B. It runs from Houston Street to 14th Street, where it continues into a loop road in Stuyvesant Town, connecting to Avenue B. Below Houston Street, Avenue A continues as Essex Street.",1969,11065202,Film_criticism,Object,Film_criticism,"Film criticism is the analysis and evaluation of films and the film medium. In general, it can be divided into journalistic criticism such as appears regularly in newspapers, magazines and other popular, mass-media outlets and academic criticism by film scholars that is informed by film theory and published in academic journals.",15197,81,head,3,2,0,,1,,0
43484,"Bethesda,_Maryland",Location,"Bethesda,_Maryland","Bethesda is a census-designated place in southern Montgomery County, Maryland, just northwest of the United States capital of Washington, D.C. It takes its name from a local church, the Bethesda Meeting House (1820, rebuilt 1849), which in turn took its name from Jerusalem's Pool of Bethesda. (In Aramaic, ܒܝܬ ܚܣܕܐ beth ḥesda means ""House of Mercy"" and in Hebrew, בית חסד ""beit ḥesed"" means ""House of Kindness"".) The National Institutes of Health main campus and the Walter Reed National Military Medical Center are in Bethesda, as are a number of corporate and government headquarters.",3938,428966,Doctor_of_Medicine,Object,Doctor_of_Medicine,"Doctor of Medicine (MD or DM), or in , meaning ""Teacher of Medicine"", is a terminal degree for physicians and surgeons. In countries that follow the tradition of ancient Scotland, it is a first professional graduate degree awarded upon graduation from medical school. It is most commonly used in the United States. In countries that follow the tradition of the England, the title of the equivalent medical degree is instead styled as Bachelor of Medicine, Bachelor of Surgery. In those countries, the MD may either be: (1) a research doctorate, akin to the Doctor of Philosophy (PhD); (2) an advanced clinical coursework degree, akin to the Master of Surgery; or (3) an honorary or higher doctorate reserved for medical graduates.",6674,88,head,2,2,0,,5,,2
428966,Doctor_of_Medicine,Object,Doctor_of_Medicine,"Doctor of Medicine (MD or DM), or in , meaning ""Teacher of Medicine"", is a terminal degree for physicians and surgeons. In countries that follow the tradition of ancient Scotland, it is a first professional graduate degree awarded upon graduation from medical school. It is most commonly used in the United States. In countries that follow the tradition of the England, the title of the equivalent medical degree is instead styled as Bachelor of Medicine, Bachelor of Surgery. In those countries, the MD may either be: (1) a research doctorate, akin to the Doctor of Philosophy (PhD); (2) an advanced clinical coursework degree, akin to the Master of Surgery; or (3) an honorary or higher doctorate reserved for medical graduates.",6674,43485,"Silver_Spring,_Maryland",Location,"Silver_Spring,_Maryland","Silver Spring is an unincorporated area and census-designated place (CDP) in Montgomery County, Maryland, United States. It had a population of 76,716 according to 2013 estimates by the United States Census Bureau, making it the fourth most populous place in Maryland, after Baltimore, Columbia, and Germantown.",1930,28,head,3,2,0,,2,,0
53207,Record_producer,Object,Record_producer,"A record producer (or music producer) has a very broad role in overseeing and managing the recording (i.e. ""production"") of a band or performer's music. A producer has many roles that may include, but are not limited to, gathering ideas for the project, selecting songs and/or session musicians, proposing changes to the song arrangements, coaching the artist and musicians in the studio, controlling the recording sessions, and supervising the entire process through audio mixing (recorded music) and, in some cases, to the audio mastering stage. Producers also often take on a wider entrepreneurial role, with responsibility for the budget, schedules, contracts, and negotiations.",516,41932,Accuracy_and_precision,Object,Accuracy_and_precision,"Precision is a description of random errors, a measure of statistical variability.",536,37,head,3,3,0,,4,,1
561277,Assist_(ice_hockey),Object,Assist_(ice_hockey),"In this diagram, the blue player on the right would be credited with an assist, while the blue player on the left would score the goal.In ice hockey, an assist is attributed to up to two players of the scoring team who shot, passed or deflected the puck towards the scoring teammate, or touched it in any other way which enabled the goal, meaning that they were ""assisting"" in the goal. There can be a maximum of two assists per goal. The assists will be awarded in the order of play, with the last player to pass the puck to the goal scorer getting the primary assist and the player who passed it to the primary assister getting the secondary assist. Players who gain an assist will get one point added to their player statistics.",5281,320049,C_(New_York_City_Subway_service),Object,C_(New_York_City_Subway_service),"The C Eighth Avenue Local is a rapid transit service in the B Division of the New York City Subway. Its route emblem, or ""bullet"", is colored  since it uses the IND Eighth Avenue Line in Manhattan. The C operates at all times except late nights, making all stops between 168th Street in Washington Heights, Manhattan, and Euclid Avenue in East New York, Brooklyn via Central Park West / Eighth Avenue in Manhattan and Fulton Street in Brooklyn. During late night hours, the  train, which runs express along the entire C route during daytime hours, makes all stops.",536,43,head,4,3,0,,1,,0
596801,Pete_Carroll,Person,Pete_Carroll,"Peter Clay Carroll (born September 15, 1951) is an American football coach who is the head coach and executive vice president of the Seattle Seahawks of the National Football League (NFL).  He is a former head coach of the New York Jets, New England Patriots, and the USC Trojans of the University of Southern California (USC).  Carroll is one of only three football coaches who have won both a Super Bowl and a college football national championship.",765,30056,Trojan_horse_(computing),Object,Trojan_horse_(computing),"A Trojan horse, or Trojan, in computing is any malicious computer program which misrepresents itself to appear useful, routine, or interesting in order to persuade a victim to install it. The term is derived from the Ancient Greek story of the wooden horse that was used to help Greek troops invade the city of Troy by stealth.",2082,26,head,3,3,0,,0,,0
5688888,"St._Michael's_Cathedral,_Belgrade",Location,"St._Michael's_Cathedral,_Belgrade","The Cathedral Church of St. Michael the Archangel (Serbian: Саборна Црква Св. Архангела Михаила, Saborna Crkva Sv. Arhangela Mihaila) is a Serb Orthodox Christian church in the centre of Belgrade, Serbia, situated in the old part of the city, at intersection of Kralja Petra and Kneza Sime Markovica Streets. There was an older church, dedicated to St. Arch. It is one of the most important places of worship in the country. It is commonly known as just Saborna crkva (The Cathedral) among the city residents. The Cathedral has been proclaimed as the 1st category cultural property in 1979.",1147,2023036,John_of_Patmos,Person,John_of_Patmos,"John of Patmos (also called John the Revelator, John the Divine or John the Theologian; Greek: Ἰωάννης ὁ Θεολόγος) is the name given to the author of the Book of Revelation, the apocalyptic text forming the final chapter of the New Testament. The text of Revelation states that the author is called John and that he lives on the Greek island of Patmos, where, by some, he is considered to be in exile as a result of anti-Christian persecution under the Roman emperor Domitian.",1474,29,head,3,3,1,May be lower,1,,1
445102,Gillette_Stadium,Location,Gillette_Stadium,"Gillette Stadium is a stadium located in Foxborough, Massachusetts,  southwest of downtown Boston and  from downtown Providence, Rhode Island. It serves as the home stadium and administrative offices for both the NFL's New England Patriots football franchise and MLS's New England Revolution soccer team. In 2012, it also became the home stadium for the football program of the University of Massachusetts (UMass), making it the largest football stadium in the Mid-American Conference.",885,259466,"Foxborough,_Massachusetts",Location,"Foxborough,_Massachusetts","Foxborough is a town in Norfolk County, Massachusetts, United States, approximately  southwest of Boston and  northeast of Providence, Rhode Island.  The population was 16,865 at the 2010 census.",1275,17,middle,1,1,7,Best known as location containing the stadium; Containment?,7,,7
125173,"Maplewood,_New_Jersey",Location,"Maplewood,_New_Jersey","Maplewood is a suburban township in Essex County, New Jersey, United States. As of the 2010 United States Census, the township's population was 23,867, reflecting a decline of 1 person (0.0%) from the 23,868 counted in the 2000 Census, which had in turn increased by 2,216 (+10.2%) from the 21,652 counted in the 1990 Census.",1953,125183,"South_Orange,_New_Jersey",Location,"South_Orange,_New_Jersey","South Orange, officially the Township of South Orange Village, is a township in Essex County, New Jersey, United States. As of the 2010 United States Census, the village's population was 16,198, reflecting a decline of 766 (-4.5%) from the 16,964 counted in the 2000 Census, which had in turn increased by 574 (+3.5%) from the 16,390 counted in the 1990 Census. Seton Hall University is located in the township.",2313,18,middle,1,1,8,Same type,8,,8
125167,"Glen_Ridge,_New_Jersey",Location,"Glen_Ridge,_New_Jersey","Glen Ridge is a borough in Essex County, New Jersey, United States. As of the 2010 United States Census, the borough's population was 7,527, reflecting an increase of 256 (+3.5%) from the 7,271 counted in the 2000 Census, which had in turn increased by 195 (+2.8%) from the 7,076 counted in the 1990 Census.",1099,125156,"Bloomfield,_New_Jersey",Location,"Bloomfield,_New_Jersey","Bloomfield is a township in Essex County, New Jersey, United States. As of the 2010 United States Census, the township's population was 47,315, reflecting a decline of 368 (-0.8%) from the 47,683 counted in the 2000 Census, which had in turn increased by 2,622 (+5.8%) from the 45,061 counted in the 1990 Census. It surrounds the Bloomfield Green Historic District.",1442,16,middle,1,1,8,Same type; but one is a borough; containment,8,,8
