srcWikiID,srcWikiTitle,srcWikiType,srcHyperTitle,srcWikiText,srcNYTFreq,dstWikiID,dstWikiTitle,dstWikiType,dstHyperTitle,dstWikiText,dstNYTFreq,cooccurrence,label,outDist,symDist,fRelatedness,fComments,mRelatedness,mComments,harmonicRelatedness
21531764,New_England,Location,New_England,"New England is a region which comprises six states of the northeastern United States: Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont. It is bordered by New York to the west, Long Island Sound to the south, the Atlantic Ocean and the Canadian province of New Brunswick to the east, and the Canadian province of Quebec to the north.",19059,1645518,Massachusetts,Location,Massachusetts,"Massachusetts , officially the Commonwealth of Massachusetts, is the most populous state in the New England region of the northeastern United States. It is bordered by the Atlantic Ocean to the east, the states of Connecticut and Rhode Island to the south, New Hampshire and Vermont to the north and New York to the west. The capital of Massachusetts and the largest city in New England is Boston. Over 80% of Massachusetts' population lives in the Greater Boston metro area, a region influential to American history and industry. Boston-Logan International Airport is New England's busiest airport. Originally dependent on agriculture, fishing and trade, Massachusetts was transformed into a manufacturing center during the Industrial Revolution. During the 20th century, Massachusetts' economy shifted from manufacturing to services. Contemporary Massachusetts is a global leader in biotechnology, finance, higher education and maritime trade.",79101,40,head,1,1,8,Containment relation; May be 7?,8,Inclusion,8
25955086,Jews,Object,Jews,"The Jews (;  ISO 259-3 heYehudim, Israeli pronunciation ), also known as the Jewish people, are an ethnoreligious group originating from the Israelites, or Hebrews, of the Ancient Near East. Jewish ethnicity, nationhood and religion are strongly interrelated, as Judaism is the traditional faith of the Jewish nation, while its observance varies from strict observance to complete nonobservance.",71006,1095706,Jesus,Object,Jesus,"Jesus (;  elIesous; 7–2 BC  to AD 30–33), also referred to as Jesus of Nazareth or Jesus Christ, is the central figure of Christianity, whom the teachings of most Christian denominations hold to be the Son of God. Christians believe Jesus is the awaited Messiah (or Christ, the Anointed One) of the Old Testament.",23199,44,head,2,1,7,Depends on the context;,8,,7
34272,Yiddish,Object,Yiddish,"Yiddish (yiייִדיש, yiיידיש or yiאידיש, yidish/idish, literally ""Jewish""; in older sources ייִדיש-טײַטש ""Yiddish-Taitsh"" (English: Judaeo-German)) is the historical language of the Ashkenazi Jews. It originated during the 9th century in Central Europe, providing the nascent Ashkenazi community with an extensive Germanic based vernacular fused with elements taken from Hebrew and Aramaic, as well as from Slavic languages and traces of Romance languages. Yiddish is written with a fully vocalized alphabet based on the Hebrew script.",5194,25955086,Jews,Object,Jews,"The Jews (;  ISO 259-3 heYehudim, Israeli pronunciation ), also known as the Jewish people, are an ethnoreligious group originating from the Israelites, or Hebrews, of the Ancient Near East. Jewish ethnicity, nationhood and religion are strongly interrelated, as Judaism is the traditional faith of the Jewish nation, while its observance varies from strict observance to complete nonobservance.",71006,37,head,1,1,6,Historical language of a jew group,8,Yiddish is the historical language of the Ashkenazi Jews.,6
26667,Spain,Location,Spain,"Spain (;  ), officially the Kingdom of Spain (), is a sovereign state largely located on the Iberian Peninsula in southwestern Europe, with archipelagos in the Atlantic Ocean and Mediterranean Sea, and several small territories on and near the north African coast. Its mainland is bordered to the south and east by the Mediterranean Sea except for a small land boundary with Gibraltar; to the north and northeast by France, Andorra, and the Bay of Biscay; and to the west and northwest by Portugal and the Atlantic Ocean. Along with France and Morocco, it is one of only three countries to have both Atlantic and Mediterranean coastlines. Extending to , the Portugal–Spain border is the longest uninterrupted border within the European Union.",75730,19541,Muslim,Object,Muslim,"Famous Muslim converts from various fields.A Muslim, sometimes spelled Moslem, relates to a person who follows  the religion of Islam, a monotheistic and Abrahamic religion based on the Quran. Muslims consider the Quran to be the verbatim word of God as revealed to the Islamic prophet and messenger Muhammad. They also follow the sunnah teachings and practices of Muhammad as recorded in traditional accounts called hadith. ""Muslim"" is an Arabic word meaning ""one who submits (to God)"". A female Muslim is sometimes called a Muslimah. There are customs holding that a man and woman or teenager and adolescent above the age of fifteen of a lunar or solar calendar who possesses the faculties of rationality, logic or sanity, but misses numerous successive Jumu'ahs without a valid excuse, no longer qualifies as a Muslim.",60160,56,head,1,1,5,Mostly due to historical reasons,7,In the Middle Adges there was the Muslim era.,5
25391,Russia,Location,Russia,"Russia (; ), also officially known as the Russian Federation (), is a sovereign state in northern Eurasia. It is a federal semi-presidential republic. At , Russia is the largest country in the world, covering more than one-eighth of the Earth's inhabited land area. Russia is the world's ninth most populous country with over 144 million people at the end of 2015.",111989,23278520,Boris_Yeltsin,Person,Boris_Yeltsin,"Boris Nikolayevich Yeltsin (; ; 1 February 1931 – 23 April 2007) was a Russian politician and the first President of the Russian Federation, serving from 1991 to 1999.  Originally a supporter of Mikhail Gorbachev, Yeltsin emerged under the perestroika reforms as one of Gorbachev's most powerful political opponents. During the late 1980s, Yeltsin had been a member of the Politburo, and in late 1987 tendered a letter of resignation in protest.  No one had resigned from the Politburo before.  This act branded Yeltsin as a rebel and led to his rise in popularity as an anti-establishment figure.",2023,63,head,1,1,8,Resembles the prime minister relationship,9,First president of Russia,8
11125639,Turkey,Location,Turkey,"Turkey (;  ), officially the Republic of Turkey (Turkish: ; ), is a parliamentary republic in Eurasia, largely located in Western Asia, with the smaller portion of Eastern Thrace in Southeast Europe. Turkey is bordered by eight countries: Syria and Iraq to the south; Iran, Armenia, and the Azerbaijani exclave of Nakhchivan to the east; Georgia to the northeast; Bulgaria to the northwest; and Greece to the west. The Black Sea is to the north, the Mediterranean Sea to the south, and the Aegean Sea to the west. The Bosphorus, the Sea of Marmara, and the Dardanelles (which together form the Turkish Straits) demarcate the boundary between Thrace and Anatolia; they also separate Europe and Asia. Turkey's location at the crossroads of Europe and Asia makes it a country of significant geostrategic importance.",36195,12108,Greece,Location,Greece,"Greece  ( ; , elISOElláda ), officially the Hellenic Republic (Greek: elΕλληνική Δημοκρατία, elEllīnikī́ Dīmokratía ) and known since ancient times as Hellas (; Greek: elΕλλάς, elEllás), is a country located in southeastern Europe. According to the 2011 census, Greece's population is around 10.8 million. Athens is the nation's capital and largest city, followed by Thessaloniki, which is commonly referred to as the co-capital.",35866,47,head,1,1,8,Countries,7,,7
9282173,Israel,Location,Israel,"Israel ( or ;  heYisrā'el;  arALA-LCIsrāʼīl), officially the State of Israel ( heMedīnat Yisrā'el ;  arALA-LCDawlat Isrāʼīl ), is a sovereign state in Asia. The country is situated in the Middle East at the southeastern shore of the Mediterranean Sea and the northern shore of the Gulf of Aqaba in the Red Sea. It shares land borders with Lebanon to the north, Syria in the northeast, Jordan on the east, the Palestinian territories (which are claimed by the State of Palestine and are partially controlled by Israel) comprising the West Bank and Gaza Strip to the east and west, respectively, and Egypt to the southwest. It contains geographically diverse features within its relatively small area. Israel's financial and technology center is Tel Aviv, while Jerusalem is both its self-designated capital (unrecognised by the United Nations) and the most populous individual city under the country's governmental administration. Israeli sovereignty over Jerusalem is internationally disputed.",84316,11104,Fatah,Organisation,Fatah,"Fataḥ ( arALA-LCFatḥ), formerly the Palestinian National Liberation Movement ( ), is a secular Palestinian political party and the largest faction of the confederated multi-party Palestine Liberation Organization (PLO).",6774,49,head,2,1,5,Opposite wings if israel is used as metonym; otherwise less,7,,6
1806,Arnold_Schwarzenegger,Person,Arnold_Schwarzenegger,"Arnold Alois Schwarzenegger (; ; born July 30, 1947) is an Austrian-American actor, filmmaker, businessman, investor, author, philanthropist, activist, former professional bodybuilder and politician. He served two terms as the 38th Governor of California from 2003 until 2011.",15021,98573,Gray_Davis,Person,Gray_Davis,"Joseph Graham ""Gray"" Davis, Jr. (born December 26, 1942) is an American politician who served as the 37th Governor of California from 1999 to 2003. A member of the Democratic Party, only months into his second term, in 2003 Davis was recalled and removed from office, the second state governor successfully recalled in U.S. history. Prior to serving as Governor, Davis was Chief of Staff to Governor Jerry Brown (1975–1981), a California State Assemblyman (1983–1987), California State Controller (1987–1995) and the 44th Lieutenant Governor of California (1995–1999). Davis holds a B.A. in history from Stanford University and a J.D. from Columbia Law School. He was awarded a Bronze Star for his service as a Captain in the Vietnam War.",5240,40,head,1,1,6,Governors of california; successor,8,,7
398831,Bernard_Ebbers,Person,Bernard_Ebbers,"Bernard John ""Bernie"" Ebbers (born August 27, 1941) is a Canadian-born businessman. He co-founded the telecommunications company WorldCom and is a former chief executive officer of that company.",1266,59695,MCI_Inc.,Organisation,MCI_Inc.,"MCI, Inc. (d/b/a Verizon Business) was an American telecommunication corporation, currently a subsidiary of Verizon Communications, with its main office in Ashburn, Virginia. The corporation was formed originally as a result of the merger of WorldCom and MCI Communications corporations, and used the name MCI WorldCom, succeeded by WorldCom, before changing its name to the present version on April 12, 2003, as part of the corporation's ending of its bankruptcy status. The company traded on NASDAQ as WCOM (pre-bankruptcy) and MCIP (post-bankruptcy). The corporation was purchased by Verizon Communications with the deal finalizing on January 6, 2006, and is now identified as that company's Verizon Enterprise Solutions division with the local residential divisions being integrated slowly into local Verizon subsidiaries.",5573,34,head,1,1,7,CEO of the company that was later merged,8,,8
22576,Olympic_Games,Object,Olympic_Games,"Visualization of the Olympic GamesThe modern Olympic Games or Olympics () are the leading international sporting event featuring summer and winter sports competitions in which thousands of athletes from around the world participate in a variety of competitions. The Olympic Games are considered to be the world's foremost sports competition with more than 200 nations participating. The Olympic Games are held every four years, with the Summer and Winter Games alternating by occurring every four years but two years apart.",38064,1216,Athens,Location,Athens,"Athens (; , Athína , ), is the capital and largest city of Greece. Athens dominates the Attica region and is one of the world's oldest cities, with its recorded history spanning around 3,400 years, and the earliest human presence started somewhere between the 11th and 7th millennium BC. Classical Athens was a powerful city-state that emerged in conjunction with the seagoing development of the port of Piraeus. A centre for the arts, learning and philosophy, home of Plato's Academy and Aristotle's Lyceum, it is widely referred to as the cradle of Western civilization and the birthplace of democracy, largely because of its cultural and political impact on the European continent and in particular the Romans. In modern times, Athens is a large cosmopolitan metropolis and central to economic, financial, industrial, maritime, political and cultural life in Greece. In 2015, Athens was ranked the world's 29th richest city by purchasing power and the 67th most expensive in a UBS study.",15666,27,head,1,1,6,Philosophical,9,,7
161947,Alan_Greenspan,Person,Alan_Greenspan,"Alan Greenspan (; born March 6, 1926) is an American economist who served as Chairman of the Federal Reserve of the United States from 1987 to 2006. He currently works as a private adviser and provides consulting for firms through his company, Greenspan Associates LLC. First appointed Federal Reserve chairman by President Ronald Reagan in August 1987, he was reappointed at successive four-year intervals until retiring on January 31, 2006, after the second-longest tenure in the position (behind William McChesney Martin).",6215,10819,Federal_Reserve_System,Object,Federal_Reserve_System,"The Federal Reserve Systemalso known as the Federal Reserve or simply as the Fedis the central banking system of the United States. It was created on December 23, 1913, with the enactment of the Federal Reserve Act, largely in response to a series of financial panics, particularly a severe panic in 1907. Over time, the roles and responsibilities of the Federal Reserve System have expanded, and its structure has evolved. Events such as the Great Depression in the 1930s were major factors leading to changes in the system.",13623,55,head,2,1,7,Chairman of FRS,8,,8
45358446,World_Bank,Object,World_Bank,"The World Bank is an international financial institution that provides loans to developing countries for capital programs. It comprises two institutions: the International Bank for Reconstruction and Development (IBRD), and the International Development Association (IDA). The World Bank is a component of the World Bank Group, which is part of the United Nations system.",10350,192005,Paul_Wolfowitz,Person,Paul_Wolfowitz,"Paul Dundes Wolfowitz (born December 22, 1943) is a former President of the World Bank, United States Ambassador to Indonesia, U.S. Deputy Secretary of Defense, and former dean of the Paul H. Nitze School of Advanced International Studies at Johns Hopkins University. He is currently a visiting scholar at the American Enterprise Institute, working on issues of international economic development, Africa and public-private partnerships, and chairman of the US-Taiwan Business Council.",7832,36,head,1,1,8,Former president of the World Bank,9,,8
24093,Palestinian_National_Authority,Location,Palestinian_National_Authority,"The Palestinian National Authority (PA or PNA;  aras-Sulṭa al-Waṭanīya al-Filasṭīnīya) is the interim self-government body established to govern the Gaza Strip and Areas A and B of the West Bank, as a consequence of the 1993 Oslo Accords. Following elections in 2006 and the subsequent Gaza conflict between the Fatah and Hamas parties, its authority had extended only in areas A and B of the West Bank. Since January 2013, the Fatah-controlled Palestinian Authority uses the name ""State of Palestine"" on official documents.",10044,13913,Hamas,Organisation,Hamas,"Hamas ( arDINḤamās,  an acronym of arحركة المقاومة الاسلامية arDINḤarakat al-Muqāwamah al-ʾIslāmiyyah Islamic Resistance Movement) is a Palestinian Islamic  fundamentalist organization  It has a social service wing, Dawah, and a military wing, the Izz ad-Din al-Qassam Brigades, and, since 2007, has been  the governing authority of the  Gaza Strip.",13743,42,head,1,1,5,May be higher,8,,6
24093,Palestinian_National_Authority,Location,Palestinian_National_Authority,"The Palestinian National Authority (PA or PNA;  aras-Sulṭa al-Waṭanīya al-Filasṭīnīya) is the interim self-government body established to govern the Gaza Strip and Areas A and B of the West Bank, as a consequence of the 1993 Oslo Accords. Following elections in 2006 and the subsequent Gaza conflict between the Fatah and Hamas parties, its authority had extended only in areas A and B of the West Bank. Since January 2013, the Fatah-controlled Palestinian Authority uses the name ""State of Palestine"" on official documents.",10044,232595,Mahmoud_Abbas,Person,Mahmoud_Abbas,"Mahmoud Abbas (, arMaḥmūd ʿAbbās; born 26 March 1935), also known by the kunya Abu Mazen (, ar'Abū Māzin), is the President of the State of Palestine and Palestinian National Authority. He has been the Chairman of the Palestine Liberation Organization (PLO) since 11 November 2004 and has been Palestinian president since 15 January 2005 (Palestinian National Authority since 15 January 2005 and State of Palestine since 8 May 2005). Abbas is a member of the Fatah party.",6279,28,head,1,1,5,May be higher,8,,6
26667,Spain,Location,Spain,"Spain (;  ), officially the Kingdom of Spain (), is a sovereign state largely located on the Iberian Peninsula in southwestern Europe, with archipelagos in the Atlantic Ocean and Mediterranean Sea, and several small territories on and near the north African coast. Its mainland is bordered to the south and east by the Mediterranean Sea except for a small land boundary with Gibraltar; to the north and northeast by France, Andorra, and the Bay of Biscay; and to the west and northwest by Portugal and the Atlantic Ocean. Along with France and Morocco, it is one of only three countries to have both Atlantic and Mediterranean coastlines. Extending to , the Portugal–Spain border is the longest uninterrupted border within the European Union.",75730,22936,Poland,Location,Poland,"Poland ( ), officially the Republic of Poland (,  ), is a country in Central Europe, bordered by Germany to the west; the Czech Republic and Slovakia to the south; Ukraine and Belarus to the east; and the Baltic Sea, Kaliningrad Oblast (a Russian exclave) and Lithuania to the north. The total area of Poland is , making it the 69th largest country in the world and the 9th largest in Europe. With a population of over 38.5 million people, Poland is the 34th most populous country in the world, the 8th most populous country in Europe and the sixth most populous member of the European Union, as well as the most populous post-communist member of the European Union. Poland is a unitary state divided into 16 administrative subdivisions.",31668,28,head,2,2,8,Countries,3,Both belong to Europe.,7
47361,Dow_Jones_Industrial_Average,Object,Dow_Jones_Industrial_Average,"The Dow Jones Industrial Average , also called DJIA, the Industrial Average, the Dow Jones, the Dow Jones Industrial, ^DJI, the Dow 30, or simply the Dow, is a stock market index, and one of several indices created by Wall Street Journal editor and Dow Jones & Company co-founder Charles Dow. The industrial average was first calculated on May 26, 1896. Currently owned by S&P Dow Jones Indices, which is majority owned by McGraw Hill Financial, it is the most notable of the Dow Averages, of which the first (non-industrial) was first published on February 16, 1885. The averages are named after Dow and one of his business associates, statistician Edward Jones. It is an index that shows how 30 large publicly owned companies based in the United States have traded during a standard trading session in the stock market. It is the second oldest U.S. market index after the Dow Jones Transportation Average, which was also created by Dow.",4098,19372783,Stock,Object,Stock,The stock (also capital stock) of a corporation constitutes the equity stake of its owners. It represents the residual assets of the company that would be due to stockholders after discharge of all senior claims such as secured and unsecured debt.  Stockholders' equity cannot be withdrawn from the company in a way that is intended to be detrimental to the company's creditors.,568,34,head,2,2,7,Index in stock market; Used as metonym?,8,DJIA is a stock index,7
